TREE_ID,PLOT_ID,SPCD,STATUSCD,DIA,HT,CR,TPA,X,Y,geometry
198190,10073,807,1,29.21,10.0584,0.35,0.00148708925683,-2162789.7542233802,1567588.2213904462,POINT (-2162789.7542233802 1567588.2213904462)
198188,10073,807,1,20.32,10.972800000000001,0.3,0.00148708925683,-2162795.6068718806,1567585.6181982055,POINT (-2162795.6068718806 1567585.6181982055)
198191,10073,807,1,20.573999999999998,8.5344,0.4,0.00148708925683,-2162787.930740594,1567580.4739562317,POINT (-2162787.930740594 1567580.4739562317)
198190,10073,807,1,29.21,10.0584,0.35,0.00148708925683,-2162796.1018803795,1567580.5625525946,POINT (-2162796.1018803795 1567580.5625525946)
198191,10073,807,1,20.573999999999998,8.5344,0.4,0.00148708925683,-2162787.376145647,1567580.649577627,POINT (-2162787.376145647 1567580.649577627)
198190,10073,807,1,29.21,10.0584,0.35,0.00148708925683,-2162770.4374894616,1567581.8261986221,POINT (-2162770.4374894616 1567581.8261986221)
198187,10073,807,1,20.828,10.3632,0.3,0.00148708925683,-2162782.473852911,1567571.3662123177,POINT (-2162782.473852911 1567571.3662123177)
198190,10073,807,1,29.21,10.0584,0.35,0.00148708925683,-2162796.717451271,1567583.1449382345,POINT (-2162796.717451271 1567583.1449382345)
198191,10073,807,1,20.573999999999998,8.5344,0.4,0.00148708925683,-2162787.784407372,1567581.642165753,POINT (-2162787.784407372 1567581.642165753)
198191,10073,807,1,20.573999999999998,8.5344,0.4,0.00148708925683,-2162591.601928555,1567818.5548615525,POINT (-2162591.601928555 1567818.5548615525)
198188,10073,807,1,20.32,10.972800000000001,0.3,0.00148708925683,-2162571.932303207,1567331.3673386592,POINT (-2162571.932303207 1567331.3673386592)
198186,10073,801,2,72.39,11.8872,,0.00024690435073999997,-2162750.1850510095,1567682.4419359635,POINT (-2162750.1850510095 1567682.4419359635)
198188,10073,807,1,20.32,10.972800000000001,0.3,0.00148708925683,-2162768.2336101877,1567677.8559261945,POINT (-2162768.2336101877 1567677.8559261945)
198188,10073,807,1,20.32,10.972800000000001,0.3,0.00148708925683,-2162748.688019832,1567678.0062519237,POINT (-2162748.688019832 1567678.0062519237)
198186,10073,801,2,72.39,11.8872,,0.00024690435073999997,-2162741.7634864803,1567683.7117606301,POINT (-2162741.7634864803 1567683.7117606301)
198190,10073,807,1,29.21,10.0584,0.35,0.00148708925683,-2162561.995807901,1567675.4999471526,POINT (-2162561.995807901 1567675.4999471526)
198189,10073,807,1,75.18400000000001,9.7536,0.5,0.00024690435073999997,-2162561.152037668,1567683.5779883936,POINT (-2162561.152037668 1567683.5779883936)
198188,10073,807,1,20.32,10.972800000000001,0.3,0.00148708925683,-2162602.179176899,1567677.6637114123,POINT (-2162602.179176899 1567677.6637114123)
198191,10073,807,1,20.573999999999998,8.5344,0.4,0.00148708925683,-2162587.0737233283,1567681.4461362825,POINT (-2162587.0737233283 1567681.4461362825)
198187,10073,807,1,20.828,10.3632,0.3,0.00148708925683,-2162742.388965583,1567690.7345065905,POINT (-2162742.388965583 1567690.7345065905)
198191,10073,807,1,20.573999999999998,8.5344,0.4,0.00148708925683,-2162730.932842939,1567701.2262418177,POINT (-2162730.932842939 1567701.2262418177)
198185,10073,801,2,72.136,6.7056000000000004,,0.00024690435073999997,-2162735.6926041967,1567698.7510632044,POINT (-2162735.6926041967 1567698.7510632044)
198188,10073,807,1,20.32,10.972800000000001,0.3,0.00148708925683,-2162735.3848224445,1567692.3576315606,POINT (-2162735.3848224445 1567692.3576315606)
198187,10073,807,1,20.828,10.3632,0.3,0.00148708925683,-2162719.83413578,1567697.529763387,POINT (-2162719.83413578 1567697.529763387)
198188,10073,807,1,20.32,10.972800000000001,0.3,0.00148708925683,-2162723.722072649,1567697.6271483786,POINT (-2162723.722072649 1567697.6271483786)
198191,10073,807,1,20.573999999999998,8.5344,0.4,0.00148708925683,-2162573.876963725,1567683.1411432843,POINT (-2162573.876963725 1567683.1411432843)
198189,10073,807,1,75.18400000000001,9.7536,0.5,0.00024690435073999997,-2162777.8182984185,1567703.4173857472,POINT (-2162777.8182984185 1567703.4173857472)
198188,10073,807,1,20.32,10.972800000000001,0.3,0.00148708925683,-2162771.6875943188,1567589.1671377684,POINT (-2162771.6875943188 1567589.1671377684)
198188,10073,807,1,20.32,10.972800000000001,0.3,0.00148708925683,-2162598.132406692,1567672.2938667084,POINT (-2162598.132406692 1567672.2938667084)
198189,10073,807,1,75.18400000000001,9.7536,0.5,0.00024690435073999997,-2162580.6494103908,1567666.928614895,POINT (-2162580.6494103908 1567666.928614895)
198191,10073,807,1,20.573999999999998,8.5344,0.4,0.00148708925683,-2162586.293098245,1567667.3787100294,POINT (-2162586.293098245 1567667.3787100294)
198191,10073,807,1,20.573999999999998,8.5344,0.4,0.00148708925683,-2162563.45237461,1567660.6362750311,POINT (-2162563.45237461 1567660.6362750311)
198190,10073,807,1,29.21,10.0584,0.35,0.00148708925683,-2162562.242583045,1567672.3923342295,POINT (-2162562.242583045 1567672.3923342295)
198190,10073,807,1,29.21,10.0584,0.35,0.00148708925683,-2162564.4434308014,1567664.8708893135,POINT (-2162564.4434308014 1567664.8708893135)
198190,10073,807,1,29.21,10.0584,0.35,0.00148708925683,-2162561.0350716477,1567666.1952293115,POINT (-2162561.0350716477 1567666.1952293115)
198190,10073,807,1,29.21,10.0584,0.35,0.00148708925683,-2162783.0217985353,1567669.9500494383,POINT (-2162783.0217985353 1567669.9500494383)
198191,10073,807,1,20.573999999999998,8.5344,0.4,0.00148708925683,-2162756.342158632,1567667.3926264357,POINT (-2162756.342158632 1567667.3926264357)
198190,10073,807,1,29.21,10.0584,0.35,0.00148708925683,-2162753.9974202435,1567673.7222274675,POINT (-2162753.9974202435 1567673.7222274675)
198188,10073,807,1,20.32,10.972800000000001,0.3,0.00148708925683,-2162750.3384150565,1567666.0736328051,POINT (-2162750.3384150565 1567666.0736328051)
198187,10073,807,1,20.828,10.3632,0.3,0.00148708925683,-2162747.960425006,1567660.7713106847,POINT (-2162747.960425006 1567660.7713106847)
198187,10073,807,1,20.828,10.3632,0.3,0.00148708925683,-2162743.432969687,1567668.4115587592,POINT (-2162743.432969687 1567668.4115587592)
198190,10073,807,1,29.21,10.0584,0.35,0.00148708925683,-2162780.7329172837,1567592.1679549015,POINT (-2162780.7329172837 1567592.1679549015)
198188,10073,807,1,20.32,10.972800000000001,0.3,0.00148708925683,-2162783.7881990713,1567592.9839498282,POINT (-2162783.7881990713 1567592.9839498282)
198187,10073,807,1,20.828,10.3632,0.3,0.00148708925683,-2162714.79222656,1567699.3191250586,POINT (-2162714.79222656 1567699.3191250586)
198191,10073,807,1,20.573999999999998,8.5344,0.4,0.00148708925683,-2162720.1249839677,1567689.6958661848,POINT (-2162720.1249839677 1567689.6958661848)
198185,10073,801,2,72.136,6.7056000000000004,,0.00024690435073999997,-2162739.778127856,1567717.2351296174,POINT (-2162739.778127856 1567717.2351296174)
198190,10073,807,1,29.21,10.0584,0.35,0.00148708925683,-2162724.6146268523,1567716.1137276073,POINT (-2162724.6146268523 1567716.1137276073)
198186,10073,801,2,72.39,11.8872,,0.00024690435073999997,-2162717.718187405,1567706.5318078059,POINT (-2162717.718187405 1567706.5318078059)
198191,10073,807,1,20.573999999999998,8.5344,0.4,0.00148708925683,-2162747.7722564656,1567724.9652687237,POINT (-2162747.7722564656 1567724.9652687237)
198191,10073,807,1,20.573999999999998,8.5344,0.4,0.00148708925683,-2162722.4188977764,1567709.1601899383,POINT (-2162722.4188977764 1567709.1601899383)
198188,10073,807,1,20.32,10.972800000000001,0.3,0.00148708925683,-2162722.854991487,1567715.425988624,POINT (-2162722.854991487 1567715.425988624)
198191,10073,807,1,20.573999999999998,8.5344,0.4,0.00148708925683,-2162597.4951197784,1567831.8814678986,POINT (-2162597.4951197784 1567831.8814678986)
198188,10073,807,1,20.32,10.972800000000001,0.3,0.00148708925683,-2162633.9089655126,1567838.1428340168,POINT (-2162633.9089655126 1567838.1428340168)
198190,10073,807,1,29.21,10.0584,0.35,0.00148708925683,-2162593.8211034024,1567833.100764043,POINT (-2162593.8211034024 1567833.100764043)
198185,10073,801,2,72.136,6.7056000000000004,,0.00024690435073999997,-2162594.7441533078,1567831.9495582192,POINT (-2162594.7441533078 1567831.9495582192)
198191,10073,807,1,20.573999999999998,8.5344,0.4,0.00148708925683,-2162594.056665335,1567826.4235318815,POINT (-2162594.056665335 1567826.4235318815)
198187,10073,807,1,20.828,10.3632,0.3,0.00148708925683,-2162589.1235312405,1567829.1670616039,POINT (-2162589.1235312405 1567829.1670616039)
198190,10073,807,1,29.21,10.0584,0.35,0.00148708925683,-2162590.0672467723,1567827.321412637,POINT (-2162590.0672467723 1567827.321412637)
198189,10073,807,1,75.18400000000001,9.7536,0.5,0.00024690435073999997,-2162594.7004937925,1567824.2363295245,POINT (-2162594.7004937925 1567824.2363295245)
198191,10073,807,1,20.573999999999998,8.5344,0.4,0.00148708925683,-2162555.7778008883,1567342.5677832603,POINT (-2162555.7778008883 1567342.5677832603)
198187,10073,807,1,20.828,10.3632,0.3,0.00148708925683,-2162549.682475215,1567341.7645684802,POINT (-2162549.682475215 1567341.7645684802)
218688,10080,807,1,14.986,9.144,0.25,0.00148708925683,-2162526.7184187793,1567399.3576695896,POINT (-2162526.7184187793 1567399.3576695896)
218690,10080,807,1,24.637999999999998,10.0584,0.35,0.00148708925683,-2162524.3637264087,1567375.0807638573,POINT (-2162524.3637264087 1567375.0807638573)
218691,10080,807,1,36.322,10.972800000000001,0.4,0.00148708925683,-2162528.5652032145,1567384.1137360674,POINT (-2162528.5652032145 1567384.1137360674)
218688,10080,807,1,14.986,9.144,0.25,0.00148708925683,-2162521.0447726124,1567389.1282411672,POINT (-2162521.0447726124 1567389.1282411672)
218691,10080,807,1,36.322,10.972800000000001,0.4,0.00148708925683,-2162527.283966155,1567370.9081479446,POINT (-2162527.283966155 1567370.9081479446)
218693,10080,807,1,15.24,8.8392,0.25,0.00148708925683,-2162527.2771682004,1567361.6196321119,POINT (-2162527.2771682004 1567361.6196321119)
218688,10080,807,1,14.986,9.144,0.25,0.00148708925683,-2162525.4616617183,1567368.858287888,POINT (-2162525.4616617183 1567368.858287888)
218692,10080,807,1,23.876,7.9248,0.4,0.00148708925683,-2162523.9247249584,1567381.0426885635,POINT (-2162523.9247249584 1567381.0426885635)
218694,10080,807,1,14.986,10.0584,0.3,0.00148708925683,-2162521.144269749,1567373.365597367,POINT (-2162521.144269749 1567373.365597367)
200939,10088,807,1,56.642,18.5928,0.55,0.00148708925683,-2162548.053568317,1567417.1493360403,POINT (-2162548.053568317 1567417.1493360403)
200947,10088,801,1,36.322,12.192,0.5,0.00148708925683,-2162788.7367931185,1567359.9571603176,POINT (-2162788.7367931185 1567359.9571603176)
200950,10088,801,1,67.056,18.5928,0.2,0.00024690435073999997,-2162742.1774208723,1567412.7779096253,POINT (-2162742.1774208723 1567412.7779096253)
200933,10088,801,1,49.022000000000006,14.020800000000001,0.55,0.00148708925683,-2162739.686507312,1567404.518814565,POINT (-2162739.686507312 1567404.518814565)
200933,10088,801,1,49.022000000000006,14.020800000000001,0.55,0.00148708925683,-2162755.327270951,1567418.5211872773,POINT (-2162755.327270951 1567418.5211872773)
200939,10088,807,1,56.642,18.5928,0.55,0.00148708925683,-2162768.019347836,1567415.8730057923,POINT (-2162768.019347836 1567415.8730057923)
200935,10088,801,1,54.61,14.325600000000001,0.35,0.00148708925683,-2162757.8841401855,1567404.1001298819,POINT (-2162757.8841401855 1567404.1001298819)
200931,10088,801,1,39.624,13.716000000000001,0.4,0.00148708925683,-2162558.519312892,1567411.3505446098,POINT (-2162558.519312892 1567411.3505446098)
200951,10088,801,1,21.082,13.1064,0.7,0.00148708925683,-2162547.1272543315,1567415.3916859347,POINT (-2162547.1272543315 1567415.3916859347)
200944,10088,801,1,58.928,19.2024,0.45,0.00148708925683,-2162789.607232716,1567373.5907205876,POINT (-2162789.607232716 1567373.5907205876)
200945,10088,801,1,82.04199999999999,21.640800000000002,0.5,0.00024690435073999997,-2162571.5682582287,1567415.4755752108,POINT (-2162571.5682582287 1567415.4755752108)
200946,10088,801,1,23.368,8.8392,0.5,0.00148708925683,-2162568.2870402182,1567404.1443996574,POINT (-2162568.2870402182 1567404.1443996574)
200931,10088,801,1,39.624,13.716000000000001,0.4,0.00148708925683,-2162740.792887365,1567413.1632865905,POINT (-2162740.792887365 1567413.1632865905)
200948,10088,801,1,24.892000000000003,10.0584,0.15,0.00148708925683,-2162741.0283816964,1567426.7074989004,POINT (-2162741.0283816964 1567426.7074989004)
200943,10088,801,1,13.97,9.144,0.3,0.00148708925683,-2162762.5136224134,1567422.3611487132,POINT (-2162762.5136224134 1567422.3611487132)
200933,10088,801,1,49.022000000000006,14.020800000000001,0.55,0.00148708925683,-2162754.851009705,1567431.1594295343,POINT (-2162754.851009705 1567431.1594295343)
200946,10088,801,1,23.368,8.8392,0.5,0.00148708925683,-2162761.535257393,1567421.5929696236,POINT (-2162761.535257393 1567421.5929696236)
200935,10088,801,1,54.61,14.325600000000001,0.35,0.00148708925683,-2162552.395307763,1567407.1505859238,POINT (-2162552.395307763 1567407.1505859238)
200950,10088,801,1,67.056,18.5928,0.2,0.00024690435073999997,-2162764.3037560517,1567395.8609376447,POINT (-2162764.3037560517 1567395.8609376447)
200940,10088,801,1,22.352000000000004,10.0584,0.3,0.00148708925683,-2162761.918835421,1567398.5861061614,POINT (-2162761.918835421 1567398.5861061614)
200948,10088,801,1,24.892000000000003,10.0584,0.15,0.00148708925683,-2162766.239962886,1567394.3831490984,POINT (-2162766.239962886 1567394.3831490984)
200935,10088,801,1,54.61,14.325600000000001,0.35,0.00148708925683,-2162525.6786257504,1567409.5388682117,POINT (-2162525.6786257504 1567409.5388682117)
200948,10088,801,1,24.892000000000003,10.0584,0.15,0.00148708925683,-2162535.1925699385,1567412.2965240204,POINT (-2162535.1925699385 1567412.2965240204)
200946,10088,801,1,23.368,8.8392,0.5,0.00148708925683,-2162531.737322056,1567408.3036801985,POINT (-2162531.737322056 1567408.3036801985)
200949,10088,801,1,64.51599999999999,16.764,0.3,0.00024690435073999997,-2162556.310648008,1567406.0991853853,POINT (-2162556.310648008 1567406.0991853853)
200933,10088,801,1,49.022000000000006,14.020800000000001,0.55,0.00148708925683,-2162557.9538954073,1567418.4215832343,POINT (-2162557.9538954073 1567418.4215832343)
200936,10088,801,1,66.802,14.9352,0.65,0.00024690435073999997,-2162765.2163412534,1567411.130881818,POINT (-2162765.2163412534 1567411.130881818)
200948,10088,801,1,24.892000000000003,10.0584,0.15,0.00148708925683,-2162552.078710591,1567405.7320569553,POINT (-2162552.078710591 1567405.7320569553)
200930,10088,801,1,16.764,5.1816,0.55,0.00148708925683,-2162558.3042708854,1567378.7283183,POINT (-2162558.3042708854 1567378.7283183)
200932,10088,801,2,18.796000000000003,3.3528000000000002,,0.00148708925683,-2162779.7576275133,1567368.5327482256,POINT (-2162779.7576275133 1567368.5327482256)
200930,10088,801,1,16.764,5.1816,0.55,0.00148708925683,-2162793.2123687253,1567372.8961486244,POINT (-2162793.2123687253 1567372.8961486244)
200940,10088,801,1,22.352000000000004,10.0584,0.3,0.00148708925683,-2162788.4007740715,1567363.8049827747,POINT (-2162788.4007740715 1567363.8049827747)
200947,10088,801,1,36.322,12.192,0.5,0.00148708925683,-2162790.386852731,1567373.7887751407,POINT (-2162790.386852731 1567373.7887751407)
200951,10088,801,1,21.082,13.1064,0.7,0.00148708925683,-2162794.616736568,1567362.0494376838,POINT (-2162794.616736568 1567362.0494376838)
200940,10088,801,1,22.352000000000004,10.0584,0.3,0.00148708925683,-2162700.6056348463,1567524.4451448994,POINT (-2162700.6056348463 1567524.4451448994)
200935,10088,801,1,54.61,14.325600000000001,0.35,0.00148708925683,-2162557.3881000564,1567407.7505105354,POINT (-2162557.3881000564 1567407.7505105354)
200935,10088,801,1,54.61,14.325600000000001,0.35,0.00148708925683,-2162550.4303391054,1567405.305711506,POINT (-2162550.4303391054 1567405.305711506)
200933,10088,801,1,49.022000000000006,14.020800000000001,0.55,0.00148708925683,-2162549.0414025076,1567407.1421455932,POINT (-2162549.0414025076 1567407.1421455932)
200943,10088,801,1,13.97,9.144,0.3,0.00148708925683,-2162551.4431001125,1567413.7783250497,POINT (-2162551.4431001125 1567413.7783250497)
200939,10088,807,1,56.642,18.5928,0.55,0.00148708925683,-2162555.9629593617,1567407.8826115823,POINT (-2162555.9629593617 1567407.8826115823)
200944,10088,801,1,58.928,19.2024,0.45,0.00148708925683,-2162691.0978036784,1567518.196219068,POINT (-2162691.0978036784 1567518.196219068)
200933,10088,801,1,49.022000000000006,14.020800000000001,0.55,0.00148708925683,-2162682.2190089556,1567516.7098100092,POINT (-2162682.2190089556 1567516.7098100092)
200943,10088,801,1,13.97,9.144,0.3,0.00148708925683,-2162692.8423508266,1567509.8056051158,POINT (-2162692.8423508266 1567509.8056051158)
200948,10088,801,1,24.892000000000003,10.0584,0.15,0.00148708925683,-2162755.8716768613,1567450.3965263665,POINT (-2162755.8716768613 1567450.3965263665)
200947,10088,801,1,36.322,12.192,0.5,0.00148708925683,-2162696.0035946555,1567535.1127434752,POINT (-2162696.0035946555 1567535.1127434752)
200951,10088,801,1,21.082,13.1064,0.7,0.00148708925683,-2162702.2943509333,1567533.0917884142,POINT (-2162702.2943509333 1567533.0917884142)
200947,10088,801,1,36.322,12.192,0.5,0.00148708925683,-2162709.594563016,1567537.5419950357,POINT (-2162709.594563016 1567537.5419950357)
200932,10088,801,2,18.796000000000003,3.3528000000000002,,0.00148708925683,-2162709.358629261,1567528.8022288678,POINT (-2162709.358629261 1567528.8022288678)
200934,10088,801,1,70.104,18.288,0.4,0.00024690435073999997,-2162714.201524118,1567516.131694893,POINT (-2162714.201524118 1567516.131694893)
200947,10088,801,1,36.322,12.192,0.5,0.00148708925683,-2162724.674288292,1567513.9535335256,POINT (-2162724.674288292 1567513.9535335256)
200939,10088,807,1,56.642,18.5928,0.55,0.00148708925683,-2162734.8044226794,1567519.3819962787,POINT (-2162734.8044226794 1567519.3819962787)
200944,10088,801,1,58.928,19.2024,0.45,0.00148708925683,-2162754.134565012,1567393.2614817037,POINT (-2162754.134565012 1567393.2614817037)
200944,10088,801,1,58.928,19.2024,0.45,0.00148708925683,-2162716.8171268543,1567517.707906455,POINT (-2162716.8171268543 1567517.707906455)
200944,10088,801,1,58.928,19.2024,0.45,0.00148708925683,-2162697.298574078,1567509.0571657713,POINT (-2162697.298574078 1567509.0571657713)
200930,10088,801,1,16.764,5.1816,0.55,0.00148708925683,-2162705.142786783,1567511.1103150733,POINT (-2162705.142786783 1567511.1103150733)
200944,10088,801,1,58.928,19.2024,0.45,0.00148708925683,-2162696.7997070025,1567514.8388529448,POINT (-2162696.7997070025 1567514.8388529448)
200943,10088,801,1,13.97,9.144,0.3,0.00148708925683,-2162703.8877791367,1567509.6629007955,POINT (-2162703.8877791367 1567509.6629007955)
200935,10088,801,1,54.61,14.325600000000001,0.35,0.00148708925683,-2162762.926087916,1567447.516163263,POINT (-2162762.926087916 1567447.516163263)
200930,10088,801,1,16.764,5.1816,0.55,0.00148708925683,-2162714.2976720966,1567497.6278808855,POINT (-2162714.2976720966 1567497.6278808855)
200938,10088,801,1,50.038,13.411200000000001,0.55,0.00148708925683,-2162751.4597884463,1567430.224448398,POINT (-2162751.4597884463 1567430.224448398)
200941,10088,801,1,40.386,9.144,0.4,0.00148708925683,-2162550.784628817,1567420.6103001507,POINT (-2162550.784628817 1567420.6103001507)
200933,10088,801,1,49.022000000000006,14.020800000000001,0.55,0.00148708925683,-2162535.100505006,1567430.9519124792,POINT (-2162535.100505006 1567430.9519124792)
200944,10088,801,1,58.928,19.2024,0.45,0.00148708925683,-2162534.2264213734,1567397.1500115185,POINT (-2162534.2264213734 1567397.1500115185)
200946,10088,801,1,23.368,8.8392,0.5,0.00148708925683,-2162791.743076873,1567376.6581688165,POINT (-2162791.743076873 1567376.6581688165)
