HT,y,x
48.61,39.42986039706586,-120.33591651009495
48.58,39.42461408941659,-120.33951660013811
48.51,39.4299164596963,-120.3351722857767
48.47,39.4307653998555,-120.3343372344643
48.33,39.42597917572686,-120.33266663895495
48.32,39.42573440623908,-120.3326915154015
48.3,39.43025109336685,-120.33603879927404
48.28,39.42878382600834,-120.33909704674421
48.27,39.42560479193316,-120.33112001845866
48.26,39.430862862599696,-120.3322741217358
48.2,39.42922438264921,-120.33716412525666
48.11,39.43091017721943,-120.33282364538438
48.09,39.42392204819851,-120.33766676979754
48.05,39.42894031548461,-120.33081298927105
48.03,39.430163677885446,-120.33485739648661
48.0,39.42995491067555,-120.33548849387296
47.99,39.42817088351564,-120.33685016442993
47.98,39.424055493394,-120.33954254750037
47.98,39.42393664266861,-120.33773238204134
47.96,39.43004342566791,-120.33448881019548
47.95,39.424514800360136,-120.33871897831102
47.92,39.43017340612715,-120.33601207298001
47.89,39.43094529499832,-120.33250850413015
47.87,39.430951819618244,-120.3345589150717
47.87,39.42721857910737,-120.33838885100779
47.84,39.42476774319111,-120.33388593536992
47.82,39.42401798638614,-120.33681513912751
47.8,39.429466154976986,-120.33493254342022
47.8,39.42548683690994,-120.33124910689727
47.8,39.42434866713296,-120.33353577791905
47.77,39.42538225963585,-120.33158880757921
47.77,39.42509034936575,-120.3307855499904
47.76,39.4305401872543,-120.33486572587931
47.63,39.43049413918487,-120.33468021484614
47.6,39.43078668046944,-120.33617457826017
47.57,39.423972255028296,-120.33940484436062
47.53,39.43014239121701,-120.33635286228662
47.49,39.427021231675745,-120.3371575489033
47.46,39.42499671194636,-120.3316258601947
47.44,39.42433240578586,-120.3308399498055
47.28,39.43047072376975,-120.3348903070361
47.21,39.42563792055383,-120.3315555551999
47.19,39.42287933058338,-120.33017056791947
47.17,39.42914034641441,-120.3376320990817
47.14,39.43058378669303,-120.33534125863707
47.14,39.42778737728242,-120.33664551525078
47.13,39.42656398566051,-120.33158322254687
47.13,39.42503043290798,-120.33839951772873
47.13,39.4244013796694,-120.33498386317267
47.07,39.42365399787036,-120.33327260551182
47.01,39.430057677393876,-120.33562080120781
46.99,39.43060202162562,-120.33446282165389
46.95,39.42933654667983,-120.33618470405997
46.91,39.42499074627111,-120.3315632170626
46.9,39.42630240413951,-120.33206282320343
46.89,39.430763393812285,-120.33508794327027
46.88,39.42534610482041,-120.33177026587958
46.83,39.43007983860654,-120.3350467013801
46.81,39.42563990233463,-120.33311951030363
46.8,39.42503659048783,-120.3381835032085
46.79,39.424528590633344,-120.33939023673697
46.78,39.43071734606989,-120.33490243152312
46.76,39.42564977045342,-120.33631006484997
46.75,39.423196895535916,-120.33589042102568
46.73,39.425828950942375,-120.33277250826639
46.73,39.42473427203214,-120.3316931351677
46.72,39.429747492470064,-120.33467786923393
46.71,39.42869604940412,-120.33847300892819
46.7,39.43023495968501,-120.33436079038319
46.67,39.42622151705819,-120.32881149922
46.66,39.42467888589605,-120.3359518414296
46.65,39.427388118470866,-120.33804725700635
46.63,39.430584868972794,-120.33316015847136
46.59,39.42559372069825,-120.3314070512585
46.58,39.42571253560979,-120.33169028359092
46.57,39.42756936701837,-120.33760062001205
46.55,39.423267175666204,-120.33576917925946
46.51,39.426418507122904,-120.33189674178867
46.51,39.42500165386368,-120.33821995784785
46.5,39.430654254541956,-120.33494132405198
46.48,39.42401861165435,-120.33699712842548
46.46,39.4300239951149,-120.33602126841302
46.44,39.43086760698715,-120.33248178137158
46.4,39.42800281169984,-120.33778609808978
46.39,39.42969510535089,-120.33498706532826
46.38,39.43094629083036,-120.33213314875272
46.36,39.42709042626515,-120.33588464396874
46.35,39.43080325753616,-120.33498046336997
46.33,39.43019986966789,-120.33518494728914
46.29,39.42705595164668,-120.33689076124463
46.29,39.42501342289838,-120.33015318166689
46.18,39.43081122728092,-120.33429240253537
46.16,39.430084389584536,-120.33553303665632
46.1,39.4292890846088,-120.33642287804717
46.09,39.42568067393957,-120.33161873320147
46.08,39.4303881083915,-120.3349346023437
46.07,39.4303199005804,-120.33532319365706
46.07,39.42924513296992,-120.33701371502
46.06,39.43060682520042,-120.33568852570482
46.06,39.42515976146866,-120.33025198254465
46.05,39.43094692451959,-120.33513896099407
46.05,39.42636834204671,-120.33168559170082
46.01,39.42677669831686,-120.33792173666698
45.95,39.4288605074328,-120.33514836554292
45.89,39.428112936922744,-120.33704837066693
45.89,39.42315988924071,-120.33565956548347
45.84,39.43081540510361,-120.3353361037314
45.84,39.430209505489444,-120.33481256526022
45.83,39.43044379171053,-120.33474773002305
45.81,39.43058864857447,-120.33425219325831
45.76,39.42649424841948,-120.33086848225534
45.69,39.43045012954506,-120.33425301990647
45.67,39.43002157026909,-120.33682030600612
45.62,39.430640694668874,-120.33500937526739
45.61,39.430485947706366,-120.33513793021532
45.57,39.422195334434726,-120.33198324560398
45.53,39.42590528638476,-120.3314172626098
45.52,39.423576480734866,-120.33579074980685
45.52,39.42257002460757,-120.33014902161204
45.5,39.43024651342758,-120.33504344287022
45.5,39.42459579450784,-120.33937700270414
45.49,39.43046971964986,-120.33526565990734
45.48,39.42966387357054,-120.3350975130328
45.47,39.43045772460429,-120.33412232065035
45.44,39.42827917826598,-120.33658444609145
45.43,39.423764239673226,-120.33841228686471
45.38,39.43054953181044,-120.33093018730628
45.38,39.42648733719631,-120.33169016366767
45.37,39.42979673228602,-120.3367914310682
45.37,39.42325421303682,-120.33551023996667
45.36,39.42207642422005,-120.33299659838723
45.35,39.42541470804738,-120.331333364456
45.31,39.43047379957575,-120.33478229150717
45.31,39.43050910871203,-120.3341884737601
45.28,39.4297416709506,-120.33716030384323
45.22,39.43027805024258,-120.33669039658498
45.22,39.42565459724965,-120.3318884872249
45.22,39.423073161939854,-120.33567820486108
45.17,39.43015802084527,-120.33655214802813
45.1,39.430573899120354,-120.33497427755628
45.1,39.424182710237645,-120.33959843461916
45.09,39.42961385096578,-120.33743142886135
45.05,39.42628776125616,-120.33148821784387
44.97,39.42972399834928,-120.33720270076424
44.96,39.43093766459885,-120.33495398478854
44.95,39.4274682796708,-120.33829297598736
44.93,39.43009331810166,-120.33729340402726
44.9,39.428856721335016,-120.33738909094153
44.88,39.42429600540969,-120.33592919687977
44.85,39.430313395088746,-120.33660560182237
44.84,39.430481128237346,-120.33724503724058
44.84,39.42977072048063,-120.33474645557625
44.84,39.42929790730254,-120.33614717297188
44.83,39.4292998094408,-120.33720219402608
44.83,39.428114186515444,-120.33741236987687
44.83,39.42522485408748,-120.33844216857395
44.83,39.42534809091483,-120.33101961320632
44.8,39.43000495471702,-120.33750538929306
44.8,39.42592512405341,-120.33266016608755
44.77,39.42988742152741,-120.33425335710372
44.76,39.42992621072413,-120.33683597608666
44.74,39.430411994529045,-120.33569421588449
44.74,39.429562036337586,-120.33690459532703
44.73,39.43020746570196,-120.33505424858312
44.72,39.42795551895969,-120.33723659328437
44.72,39.42531876255273,-120.33167603354529
44.71,39.430359136635666,-120.33503370930731
44.64,39.42308871365234,-120.33870096976017
44.62,39.42624957287535,-120.33191134865285
44.6,39.4294778075421,-120.33765124700236
44.55,39.43070252950558,-120.33460647060491
44.55,39.42566363602193,-120.33184312248811
44.51,39.4307872174886,-120.33482951324248
44.51,39.429299376587025,-120.33674151676045
44.48,39.424189127382775,-120.33577124867018
44.47,39.42480958945912,-120.33585138264117
44.47,39.42472839400383,-120.33264845453857
44.45,39.430333460623224,-120.33525514280225
44.44,39.424324294037504,-120.33898063383329
44.44,39.42541186164562,-120.33167169881213
44.42,39.425471246050556,-120.33155882153933
44.41,39.43089083248793,-120.33537417143185
44.4,39.42960467397059,-120.3349317180847
44.4,39.42606192848295,-120.33183469101608
44.4,39.42361680287088,-120.33332040264514
44.34,39.429715445122724,-120.3348849898238
44.34,39.42450597200028,-120.33899466484118
44.33,39.43081719159712,-120.3343550509338
44.33,39.423095770302936,-120.33274129917403
44.32,39.429801417016996,-120.33598105425327
44.29,39.42959079262527,-120.33657515064542
44.27,39.43085894093067,-120.33479359001201
44.2,39.42854063547284,-120.33740153637665
44.18,39.43062591063467,-120.33522243728551
44.17,39.42586212631348,-120.33140241831133
44.16,39.43062697601248,-120.3358651289074
44.15,39.43008953681182,-120.33569235769018
44.15,39.42504666414417,-120.33827179834498
44.14,39.43094077219625,-120.33535499342557
44.14,39.43066059314393,-120.33444661251279
44.13,39.42541124801043,-120.33815485683144
44.12,39.42587139148154,-120.33158738108219
44.09,39.42468540434994,-120.33952901756918
44.09,39.424260940016566,-120.33392974082038
44.07,39.42297839592987,-120.33022887266388
44.05,39.43070271623521,-120.334327790514
44.03,39.423699233129504,-120.33355476275248
44.02,39.42956210952621,-120.3345898590018
43.99,39.42476260794476,-120.33141204344862
43.99,39.42355758363155,-120.33597814009408
43.99,39.42383545485309,-120.33074174776092
43.97,39.423842121535124,-120.33816035971957
43.97,39.425106344527265,-120.33042750353252
43.96,39.43098850920067,-120.33636520769782
43.93,39.42906903119875,-120.33761968275618
43.92,39.427457105134266,-120.3365440137015
43.9,39.424568274097076,-120.33521092833405
43.89,39.42576748856134,-120.33261806518951
43.88,39.42469341459451,-120.33934999632973
43.86,39.42379588748861,-120.33441204169365
43.86,39.42267772198982,-120.33021029466225
43.85,39.42306145346252,-120.33578324003454
43.84,39.42277493391112,-120.33023160835698
43.83,39.42937381603382,-120.33766394611985
43.82,39.42264278771787,-120.33024675196361
43.81,39.43052548960113,-120.33660585344478
43.81,39.42458330811858,-120.33573718788652
43.8,39.42805787485567,-120.33741723465917
43.8,39.422221637216964,-120.33194382059331
43.79,39.42638438587397,-120.33183653190912
43.74,39.42491613109394,-120.33142849014708
43.71,39.42302793148764,-120.33539604873468
43.64,39.429968144017785,-120.33699583394097
43.64,39.424446580890205,-120.33910753450255
43.63,39.42416132101076,-120.33905786675149
43.61,39.426480602620494,-120.33223318109381
43.59,39.423990140151545,-120.33959277308138
43.59,39.425177710071665,-120.33094889638825
43.56,39.42955364320574,-120.33764098020174
43.56,39.424027538923106,-120.3349158605068
43.55,39.426810407488695,-120.33803028412011
43.54,39.42753187872619,-120.33589108188733
43.52,39.42515864061982,-120.33141495082808
43.52,39.42532876290427,-120.32894074189916
43.5,39.42374754264032,-120.33372891481662
43.5,39.422968354291235,-120.33578756933501
43.49,39.4306269146247,-120.3348470836031
43.49,39.422459255460964,-120.33019575250944
43.46,39.43040169987486,-120.3353755724186
43.46,39.422695392180216,-120.33016790016298
43.42,39.42926626602037,-120.33630595559634
43.39,39.42525359275202,-120.33144760800691
43.38,39.42941118255133,-120.33682845821228
43.36,39.43089139595108,-120.33453812898414
43.36,39.42904330533281,-120.33682308836757
43.33,39.43030203955405,-120.33564426991096
43.33,39.429317504343345,-120.33766881079097
43.33,39.425909249816655,-120.32991594559645
43.32,39.42989848738669,-120.33729908984343
43.3,39.422203377989874,-120.33231319306581
43.28,39.43037909967305,-120.3354889905651
43.26,39.43038506338813,-120.33555163868789
43.25,39.42974548437952,-120.33542856746529
43.25,39.42964805362035,-120.33517690499369
43.25,39.426375735986,-120.33798980989724
43.24,39.426024323068795,-120.33859603163651
43.24,39.42577874423186,-120.33205237075992
43.24,39.42277638115168,-120.33031693102296
43.23,39.4252887069995,-120.3311324907296
43.22,39.42380389199625,-120.33807449806027
43.21,39.42788934879595,-120.33738349386
43.21,39.42468654602435,-120.33119199217388
43.21,39.42396326009459,-120.33047063258121
43.2,39.42373991017625,-120.33335062780311
43.19,39.42588051847904,-120.33255999466748
43.19,39.423173449438266,-120.33559152142779
43.15,39.423447818671335,-120.33564954628527
43.15,39.422859983815236,-120.32989732165568
43.14,39.42493646792801,-120.33132642038612
43.13,39.42582786964861,-120.33212985932263
43.13,39.42227058106811,-120.33229995288337
43.12,39.4282983180543,-120.33713638543699
43.09,39.42620186978451,-120.33423381532009
43.09,39.42515872892458,-120.33525649874875
43.08,39.42609650046394,-120.33235555746045
43.07,39.42334776674121,-120.33314304075166
43.07,39.42285917176355,-120.3299939852193
43.05,39.425107969228115,-120.33023417040661
43.04,39.42607982501142,-120.33202262329374
43.01,39.429279058892746,-120.33735260432235
42.99,39.42617771136003,-120.33273492645509
42.95,39.425099682921015,-120.33814461652823
42.94,39.42652491302057,-120.32927939044555
42.94,39.4251905828102,-120.3301898729639
42.93,39.42288614707237,-120.33578352725718
42.92,39.42645900064317,-120.33197126198039
42.92,39.4246462790738,-120.33134779804118
42.9,39.42789441898228,-120.33601579992242
42.88,39.424848880367705,-120.33093274963512
42.88,39.42351594173207,-120.33757553504303
42.85,39.42897836178721,-120.3368249840378
42.84,39.42959914970782,-120.33532974984983
42.84,39.42532096592264,-120.33347030770315
42.82,39.429644161249335,-120.33538159184357
42.82,39.4259951321324,-120.33179959845847
42.82,39.42406124328291,-120.33937486852085
42.81,39.430539892696885,-120.33695015092302
42.8,39.43079217740967,-120.33526751620904
42.79,39.42993835300369,-120.33719161244711
42.78,39.4229341593879,-120.33855085323879
42.76,39.42230424886184,-120.33856439136052
42.75,39.4229251947769,-120.33577272303165
42.75,39.42274591373592,-120.32982173958311
42.73,39.430462465917586,-120.33432997924415
42.71,39.43086035138045,-120.33436989801119
42.71,39.42818857972789,-120.33731677382569
42.67,39.425462026731246,-120.33188284609821
42.67,39.423948594638865,-120.33452515950815
42.66,39.42471391351883,-120.33410978572044
42.62,39.42482549940613,-120.33396639321582
42.57,39.42593018872153,-120.33180149855922
42.56,39.426890719623856,-120.33697934300636
42.56,39.42696097527942,-120.33634909925294
42.55,39.43015027087865,-120.33413774999748
42.55,39.42996225474653,-120.33461843692893
42.55,39.422269579525924,-120.33036076027307
42.53,39.43022117879955,-120.33419849975287
42.52,39.422672161703076,-120.3300993219997
42.49,39.42542726430572,-120.33779681041572
42.49,39.42409947193045,-120.3394607311729
42.47,39.42594085422151,-120.3315627983165
42.47,39.4252961194745,-120.33128045974179
42.46,39.423244590378886,-120.33305908123214
42.45,39.429115461996716,-120.33724784407188
42.43,39.430412265703566,-120.33694260033984
42.41,39.4245573679907,-120.33956979590913
42.4,39.43091691437189,-120.33228059475655
42.4,39.425278933649636,-120.32997789287145
42.37,39.43022092125849,-120.33679193540081
42.36,39.429209401409395,-120.33765585699204
42.35,39.42212677062351,-120.33292908980131
42.33,39.42533623077563,-120.33806845572452
42.31,39.42915039837948,-120.33721138688952
42.31,39.42503096908594,-120.33654557649635
42.3,39.4225992281068,-120.33259475415308
42.26,39.426002994358385,-120.33240822522309
42.26,39.424751309675564,-120.33146874872881
42.23,39.42350580921476,-120.33313680919004
42.21,39.42474511701587,-120.33117578170985
42.19,39.430552302866914,-120.33471234280113
42.18,39.42859860475992,-120.33771233762869
42.18,39.42426929298624,-120.33601695426168
42.18,39.42285198712825,-120.33007633940342
42.16,39.42642384002175,-120.33177739087738
42.14,39.430382233031835,-120.33639901705834
42.14,39.430303199797294,-120.3344812189917
42.14,39.42403346396921,-120.33831101499192
42.13,39.42298083240604,-120.32993888149636
42.12,39.43027796514103,-120.33516333599505
42.12,39.42853118573372,-120.33749523775266
42.11,39.42311754613524,-120.33554805537293
42.11,39.42400857447883,-120.32945618281592
42.1,39.42588688362483,-120.33025968614801
42.1,39.42278681444817,-120.32984792309618
42.09,39.42910863160232,-120.33626384480769
42.09,39.42574914247159,-120.3319694789508
42.07,39.42547367399457,-120.33358342591448
42.06,39.426226975847825,-120.33202476137099
42.05,39.42446591511445,-120.33503029879616
42.03,39.423894126614265,-120.3384084986444
42.02,39.423818707813695,-120.3345289547045
42.01,39.42381918130442,-120.330360491953
41.99,39.42594984549671,-120.3310084436238
41.97,39.428339601545844,-120.33660523313779
41.96,39.43006761515267,-120.33700581718966
41.95,39.42903609076446,-120.33639643745761
41.95,39.424189673498624,-120.33877678014484
41.95,39.42524717267181,-120.33092431324516
41.94,39.42465941765432,-120.33364266419228
41.89,39.42547900850416,-120.33346407668657
41.86,39.43067585031577,-120.33520325924474
41.86,39.425726958574735,-120.3392087252188
41.81,39.430831444538924,-120.33548705403005
41.76,39.42776450474726,-120.33037223003376
41.76,39.4260243272223,-120.33193082436561
41.76,39.42359619561052,-120.33036863093355
41.75,39.42418429723719,-120.33787817222307
41.74,39.4246122238329,-120.33897062769375
41.74,39.42440718507664,-120.33583414079342
41.73,39.42930925896218,-120.33710849161601
41.73,39.42596778988163,-120.33170536526754
41.7,39.43087912423942,-120.33547921800763
41.7,39.425541701678604,-120.3311589115377
41.69,39.42536123552975,-120.33331450156417
41.69,39.42250241563253,-120.33021059538959
41.68,39.426187115444144,-120.33930644977957
41.67,39.42370175169258,-120.33812418718885
41.65,39.43016282862163,-120.33444505037001
41.65,39.42673360000884,-120.33508324724896
41.64,39.42448019054136,-120.33102407583239
41.63,39.424121302463256,-120.33046439512754
41.62,39.42804282242542,-120.33638194501019
41.56,39.42598753951439,-120.33193028989479
41.56,39.42500963675624,-120.33137582190929
41.55,39.42900507481573,-120.3367372212407
41.54,39.42497736835101,-120.33135260554296
41.53,39.42214702486499,-120.33847394844592
41.51,39.42942349191714,-120.33639640270053
41.5,39.42924273898287,-120.3388307697982
41.49,39.42415641421766,-120.33014928230573
41.47,39.429897862557574,-120.33711708574798
41.47,39.430746758961945,-120.33244021275017
41.47,39.424408351995865,-120.33902167162513
41.47,39.42482759706936,-120.33191912486744
41.46,39.4299188739961,-120.33437324928975
41.44,39.42558129029272,-120.33262673225111
41.44,39.42443490293601,-120.33537106163347
41.42,39.424730399573626,-120.33907187749622
41.42,39.425543239048416,-120.33226221123441
41.42,39.425515445724066,-120.33170732532204
41.38,39.42604510308669,-120.32997478591065
41.37,39.430847493481984,-120.33281420272695
41.33,39.43008008835101,-120.33578606129608
41.33,39.425633987733924,-120.33125124338335
41.32,39.430562123414916,-120.33406127934485
41.31,39.42366075804031,-120.33606210414062
41.22,39.424553379076606,-120.3372295685545
41.2,39.425126145287834,-120.33116140907089
41.16,39.43098616015503,-120.33484947403474
41.16,39.430736273868355,-120.33522404582601
41.16,39.42647395948443,-120.3314795477668
41.16,39.42611949055931,-120.32987918494473
41.15,39.42299954392629,-120.33003014155129
41.14,39.43006910031916,-120.33426737731642
41.12,39.43072519318207,-120.33551109836192
41.11,39.425907228485435,-120.3324722340541
41.08,39.42477304536102,-120.33094302280102
41.04,39.43040918802885,-120.33705061568497
41.02,39.42732707167957,-120.33784447139598
41.02,39.42384089383321,-120.33830535689326
41.0,39.4248595432356,-120.33300863867277
40.98,39.42933346966173,-120.33629271783086
40.94,39.42600353796281,-120.33157223924889
40.92,39.424271486695126,-120.33933813630145
40.91,39.42294983614099,-120.33541765761144
40.91,39.422052420063416,-120.33353364466596
40.9,39.42449077157199,-120.3392560407938
40.9,39.42361224101678,-120.33051956506505
40.89,39.430640098313916,-120.33533639206858
40.87,39.42998439733451,-120.33737712365358
40.87,39.42979134172665,-120.33589275363143
40.87,39.42703214607761,-120.33765817461646
40.84,39.43077572866267,-120.3323411042166
40.84,39.429636837867186,-120.33676066056799
40.8,39.42466662694443,-120.33740183009343
40.79,39.430642700239716,-120.33425866773281
40.79,39.42446790051471,-120.33761218727304
40.77,39.42555160044978,-120.3315258665654
40.73,39.42964568636229,-120.33699396995505
40.72,39.42608446821305,-120.33352691285174
40.71,39.424418849172696,-120.33957061230507
40.7,39.426394886221715,-120.3390507279604
40.69,39.43065469403752,-120.33540200993649
40.69,39.42524368892891,-120.33672782030236
40.67,39.42606749718593,-120.33476928407121
40.64,39.42374142817862,-120.33445390006335
40.63,39.42558879443017,-120.3376342471714
40.62,39.42588785787125,-120.33451359448222
40.59,39.4299232702248,-120.33564727822791
40.58,39.42306547562834,-120.32965292542065
40.58,39.42225923844563,-120.33184769230428
40.56,39.42584852081722,-120.330961476659
40.55,39.42339422432345,-120.33328020035829
40.54,39.4297178924181,-120.33459497180186
40.54,39.42456174267424,-120.33598425456695
40.5,39.42993617154292,-120.33488820583938
40.49,39.42938846751862,-120.33490581860447
40.49,39.42589074644422,-120.33468424733283
40.47,39.4295088735018,-120.33448671197849
40.44,39.43008507103396,-120.33673307888489
40.44,39.425608407364386,-120.33249063842142
40.43,39.42951394783334,-120.33696076645636
40.43,39.4264885572168,-120.3315451610769
40.42,39.42874717596779,-120.337290807791
40.42,39.42772030345656,-120.33022372244926
40.41,39.42470132315559,-120.3309789468271
40.41,39.42372084771485,-120.3315021229428
40.41,39.42207179484066,-120.33431585130049
40.4,39.422394083006914,-120.32996733733476
40.39,39.427576556626626,-120.33751826120441
40.37,39.43035657910036,-120.33712947088918
40.36,39.4239389567158,-120.33924796807565
40.35,39.42526566439545,-120.33643241816151
40.32,39.42559757403303,-120.3288877662001
40.31,39.42608045726543,-120.33220461773777
40.31,39.42536106286526,-120.3312785591899
40.27,39.42526039517116,-120.33807872147833
40.27,39.42360966514634,-120.33775319628666
40.27,39.422476492297065,-120.33918107960851
40.26,39.426078762603815,-120.33420358763017
40.25,39.425634710333185,-120.3324512117349
40.25,39.42424453534579,-120.32970698268072
40.24,39.42834741619414,-120.33670487354146
40.24,39.428144733548855,-120.32864883739637
40.24,39.42443735135656,-120.33508106480025
40.24,39.42312717105848,-120.33003767916432
40.23,39.425842438235485,-120.33451008947044
40.22,39.42572554047927,-120.33014360560527
40.21,39.43032250239207,-120.33424547409197
40.19,39.42430374178942,-120.32987276106651
40.18,39.42216759749723,-120.33911116362457
40.17,39.428067300823784,-120.33681452924694
40.17,39.42305324076326,-120.33059391345459
40.16,39.42369225937971,-120.32923834132859
40.15,39.4308038016759,-120.33747724579145
40.15,39.42848273225114,-120.33195232449452
40.15,39.42284538523248,-120.32983171196955
40.12,39.424235859257905,-120.33382416818402
40.11,39.4303613154125,-120.3373371293896
40.11,39.42394092792612,-120.33363789575822
40.09,39.42985100034232,-120.33702824775779
40.09,39.42470898927597,-120.33802232468409
40.08,39.42934746498958,-120.33668534565199
40.08,39.42475214854544,-120.33803717269586
40.08,39.4246456606158,-120.33732190688369
40.07,39.42582909017955,-120.33198485806132
40.05,39.43035825322744,-120.33411234131346
40.05,39.43058631957218,-120.33093072130218
40.04,39.424660422657475,-120.33095276198148
40.04,39.422932164166795,-120.33546005097733
40.04,39.422308363938576,-120.33192517695771
40.03,39.43028125348606,-120.33014712361305
40.02,39.42465580218376,-120.32995748283352
39.96,39.42936780614761,-120.33658327111574
39.95,39.43078972855143,-120.33555753851593
39.95,39.424648931068475,-120.33693524339651
39.95,39.424132755617855,-120.33910863095132
39.95,39.42467423647665,-120.3339386001867
39.94,39.42663502289099,-120.33317095045788
39.94,39.42561604243821,-120.33286893511622
39.94,39.4233297823154,-120.33860213167762
39.91,39.430786438129545,-120.33261141183459
39.91,39.42968220343275,-120.33574613516919
39.91,39.42542478654893,-120.3314216590998
39.91,39.42353448268066,-120.33461296129337
39.88,39.43091515105104,-120.33659447794841
39.87,39.4277473822721,-120.33855866561355
39.87,39.42520141408469,-120.33814325976883
39.87,39.42375376440292,-120.33453085229756
39.86,39.42836898308844,-120.33645779414454
39.86,39.427894493658904,-120.33754281019043
39.85,39.42842820513004,-120.33713259468796
39.85,39.42563542140004,-120.3336511801103
39.84,39.42785936320624,-120.33785793570753
39.82,39.4239798554654,-120.33927415735049
39.82,39.42310051390258,-120.33294893654244
39.8,39.4280637893767,-120.3364618717013
