HT,y,x
48.62,38.576330359906116,-122.41857903369464
48.61,38.57626235067253,-122.418298657117
48.57,38.57982123178763,-122.42134242054692
48.55,38.575619340974264,-122.4146948995024
48.54,38.579585369407745,-122.41924868197361
48.52,38.57538225188772,-122.42154679977693
48.51,38.57753819514782,-122.4193237810143
48.5,38.579598731244644,-122.4224496422239
48.47,38.576800455895686,-122.41698586740974
48.46,38.57543353510991,-122.42121807377814
48.45,38.57545514076374,-122.42133438947164
48.45,38.57341035701918,-122.42038893337062
48.43,38.58003719030741,-122.42095727303203
48.41,38.57698751109608,-122.4181927298141
48.4,38.57336549893097,-122.42038555258259
48.38,38.579979893371046,-122.41812000331235
48.38,38.57643713640155,-122.41569692307897
48.35,38.576614318007444,-122.41847427193754
48.34,38.577087839988664,-122.41797090966335
48.33,38.57711856576935,-122.41750299641762
48.3,38.57685153834656,-122.41743700400612
48.28,38.576724379731715,-122.41940007789663
48.25,38.57656603698156,-122.41738108940567
48.24,38.57795276854687,-122.41368927950337
48.21,38.57779528972177,-122.41902202213413
48.18,38.57894514798236,-122.41946422423835
48.18,38.578606565837276,-122.42055121945765
48.17,38.580079869962226,-122.42120134904891
48.17,38.57955983896951,-122.41999226655848
48.17,38.57533266978533,-122.42145131246802
48.16,38.57668898742111,-122.41744769620495
48.15,38.57981782315152,-122.42219089897701
48.13,38.57639778745822,-122.41906580642721
48.12,38.579942219234596,-122.42086982701474
48.08,38.577701225426324,-122.41949663440035
48.07,38.57663702953942,-122.41623954677985
48.06,38.57909117012204,-122.41806450664549
48.04,38.57952220054565,-122.42060877471353
48.03,38.57689769586394,-122.4185759067119
48.03,38.576875075644786,-122.41828747880491
48.0,38.57531554106838,-122.41619736291175
47.99,38.57991603572011,-122.42201479450743
47.99,38.5789891595775,-122.42064887630522
47.99,38.57654129159152,-122.41713837858018
47.98,38.57959333075384,-122.41907724140981
47.96,38.57359259801096,-122.41976043765403
47.94,38.57759207586126,-122.41913286775511
47.94,38.57705908517288,-122.41897801238599
47.92,38.57672704382157,-122.41720971584589
47.88,38.57773726474478,-122.41891442775437
47.88,38.57715136449727,-122.41718433569537
47.86,38.57532667959322,-122.41595735909715
47.85,38.57482553594813,-122.42132133315931
47.8,38.5803304333128,-122.42162167244797
47.8,38.57660857948596,-122.41821005493982
47.78,38.57940672353969,-122.422125490719
47.78,38.57733031449602,-122.41701431208226
47.78,38.575038307272926,-122.42100478231715
47.74,38.58064895119214,-122.41864067064314
47.74,38.577223090149246,-122.41738471190673
47.73,38.5769349731198,-122.41932419706357
47.7,38.579514344168444,-122.42039026472239
47.7,38.576509506396796,-122.41762914624277
47.69,38.57972004596627,-122.41886887282274
47.69,38.57943676831547,-122.42225391898586
47.69,38.5769413419387,-122.41918704967526
47.68,38.57931270289744,-122.42240513379012
47.68,38.57551380166552,-122.41464107824113
47.65,38.57725911870167,-122.41680250680774
47.65,38.57685195533416,-122.41568228718975
47.65,38.57377771454828,-122.42023312510862
47.64,38.57626375544185,-122.41458285600729
47.61,38.57776934785511,-122.4172538283103
47.59,38.57736041258788,-122.41694776523074
47.57,38.5789561389841,-122.41980913065579
47.57,38.576780343245915,-122.41722519987238
47.56,38.58004923842493,-122.42127932562126
47.53,38.57967094751434,-122.42089525327451
47.53,38.57563251185463,-122.41479910996202
47.52,38.57971021346656,-122.41811115181116
47.52,38.57928320582194,-122.42032696366755
47.52,38.57769127248665,-122.41486237798432
47.52,38.57636310536444,-122.41632213554296
47.52,38.573507709079585,-122.41945586239962
47.5,38.57669235970486,-122.41873246824181
47.49,38.57666279137679,-122.41878758472336
47.49,38.57498437018123,-122.42139064976008
47.48,38.5763484505679,-122.41799548522846
47.48,38.57431615026891,-122.41542251692769
47.46,38.57972666324095,-122.41775683995571
47.46,38.57674759232255,-122.41734889085807
47.46,38.57350384061134,-122.42012073757166
47.43,38.57579868824835,-122.41509834163439
47.42,38.573258952934,-122.42015962399377
47.41,38.57716322951473,-122.41828625233586
47.4,38.57994194434688,-122.42184470693897
47.4,38.5761813762316,-122.41480603030581
47.39,38.57931907565531,-122.42226798258184
47.38,38.57675463048211,-122.41874862940038
47.37,38.57742282360627,-122.41637901489294
47.37,38.57590757982304,-122.4166318906345
47.37,38.57360927278509,-122.42056448267626
47.36,38.57813544909852,-122.4179007423649
47.34,38.575834315773676,-122.4184040324917
47.33,38.57934280403482,-122.42233858782292
47.32,38.57770476114065,-122.41806326706049
47.32,38.57670686197106,-122.41551079534175
47.31,38.579894487007124,-122.42170349552919
47.31,38.57584888207282,-122.41712062703695
47.31,38.57395772948036,-122.4200402597068
47.3,38.579345571501484,-122.42189149302405
47.3,38.575580886446055,-122.41668756526528
47.3,38.573389332632246,-122.42006623445975
47.29,38.57645711116335,-122.41604249382044
47.28,38.57752137199588,-122.41697135922844
47.27,38.5777146431724,-122.42250254008397
47.26,38.57959349600564,-122.4204306395331
47.26,38.57750081802264,-122.41896542405603
47.23,38.57871486211016,-122.42015796022756
47.23,38.576277591384724,-122.41855211996243
47.22,38.581658557850986,-122.42055191046961
47.22,38.58074212612892,-122.41954231795096
47.22,38.5806045730488,-122.41882083883367
47.22,38.57954766974861,-122.42199848683838
47.22,38.57930803613046,-122.42211804902463
47.2,38.579817935197006,-122.42180094793581
47.2,38.57634400792065,-122.41886678335783
47.18,38.57644096431838,-122.41736019848224
47.16,38.57759266180465,-122.4167932245114
47.13,38.57812804431294,-122.41340427701738
47.1,38.58050933407142,-122.42164663155766
47.09,38.576479407991044,-122.41769569201516
47.09,38.57328846996133,-122.4202994687339
47.07,38.579365804277515,-122.41932388875101
47.06,38.575748742069734,-122.41656258310375
47.03,38.576243604347454,-122.4150171551595
47.03,38.575790463734464,-122.41643956905374
47.0,38.578155384223,-122.42037957891236
47.0,38.57613485857904,-122.42143150619388
46.99,38.577293990037155,-122.41876633402241
46.97,38.57776857475013,-122.41824011138506
46.97,38.57500703757538,-122.42148410754005
46.96,38.57615256840326,-122.41833626090157
46.96,38.57622848430012,-122.41650696658975
46.95,38.582152262507364,-122.41961420050652
46.95,38.57984862245828,-122.42152799618975
46.95,38.57931510763277,-122.41944623046683
46.94,38.57369012151379,-122.42018064998018
46.93,38.577778868144435,-122.41491485040366
46.92,38.576242673249645,-122.41445511128308
46.91,38.579334381126884,-122.42038816796868
46.89,38.577086440735116,-122.41722532079818
46.86,38.57924157381562,-122.42199834430119
46.86,38.577662890392965,-122.41663794764413
46.86,38.57484441926237,-122.41548523301861
46.85,38.58010418461017,-122.42106554891552
46.85,38.576510132387604,-122.41722778245938
46.83,38.576057979266224,-122.41436092377695
46.79,38.575965607253124,-122.4167394804976
46.79,38.575567312910614,-122.42027625480077
46.75,38.576650495714986,-122.41730716958682
46.73,38.57727851175224,-122.41735448005734
46.71,38.57724580841978,-122.41728320235644
46.7,38.57777471271465,-122.41461634093116
46.69,38.57696160821127,-122.41836281245045
46.68,38.58062511903611,-122.41896002173533
46.67,38.57949894831543,-122.42072171533249
46.66,38.57774822122784,-122.41732105125335
46.66,38.57740739295363,-122.41690542809398
46.65,38.5800814079908,-122.42136203719966
46.65,38.578514612344954,-122.41904182303455
46.64,38.576328384842604,-122.41803984887002
46.63,38.575682670143884,-122.42108776099451
46.62,38.57353654239399,-122.42019201244224
46.6,38.57739826181637,-122.41962289879875
46.57,38.57600670544428,-122.41701782743972
46.56,38.577066893803305,-122.41939148360204
46.55,38.579829924640514,-122.42231797491155
46.54,38.57998775212624,-122.42221518261834
46.53,38.579410878569995,-122.42048568924393
46.49,38.578733544419634,-122.41936799146198
46.47,38.57599426258657,-122.4182555205975
46.47,38.57378625851893,-122.4198553106629
46.46,38.58059745691124,-122.42168768488662
46.44,38.574410294800714,-122.42095744385334
46.43,38.577759728858375,-122.41978777044064
46.42,38.58044892168739,-122.41868294375266
46.41,38.579273630148435,-122.42247100313925
46.39,38.57955330003605,-122.41877602096287
46.39,38.57711576727748,-122.41814504845902
46.39,38.57649783356284,-122.41788058223298
46.39,38.57615570298123,-122.41846265413015
46.38,38.58012132004457,-122.42205321329952
46.38,38.576627132885775,-122.4156768248494
46.36,38.57868672584623,-122.42076370811796
46.36,38.57577758743395,-122.42137016610542
46.35,38.576569360193545,-122.41886082665452
46.35,38.575127666258105,-122.41617174491361
46.34,38.57665831046476,-122.41772063895986
46.29,38.57454391310182,-122.42060052191243
46.26,38.579353439127345,-122.42017168735113
46.25,38.58018269527736,-122.42150730757666
46.24,38.58232484652596,-122.41958133056951
46.24,38.576275418260636,-122.41665959669442
46.21,38.57642774827334,-122.41745095385618
46.2,38.576504530352075,-122.41637866290525
46.19,38.579462564351196,-122.4224737816587
46.18,38.57563834302307,-122.42107295078884
46.17,38.57391165350535,-122.42064461535952
46.14,38.57676013380183,-122.41785446828055
46.13,38.577071774718355,-122.41676545692927
46.13,38.57628125340515,-122.41653387885049
46.11,38.57942827126971,-122.42243678755665
46.11,38.57442202634847,-122.42051105529464
46.11,38.57377574575549,-122.41969396033596
46.1,38.57889975908957,-122.41947227261248
46.09,38.5746664429692,-122.41602232371466
46.08,38.57968897809607,-122.42244497855764
46.08,38.57457208655456,-122.41553353753487
46.07,38.58223141454842,-122.41965457632062
46.07,38.5774032916694,-122.41854518993088
46.07,38.57684111243439,-122.41901893146206
46.06,38.57395343132182,-122.42032664732375
46.04,38.57780031444775,-122.4179443066066
46.03,38.57697144118138,-122.41912050422343
46.02,38.57765997944716,-122.41980319048973
46.02,38.57648708958455,-122.42063230224157
46.01,38.57806752110658,-122.41936367295042
46.0,38.57990203092035,-122.42115353254958
46.0,38.57691225314766,-122.4194257053294
45.95,38.5767772544575,-122.41690383719053
45.94,38.578701165594026,-122.42006517401774
45.94,38.57771014546576,-122.41969228081885
45.94,38.577018041836766,-122.4185046921358
45.93,38.578691921985495,-122.41910106229976
45.92,38.57967530223341,-122.4204138676413
45.92,38.5792523577434,-122.41924652267866
45.91,38.580588422562165,-122.41800528463789
45.91,38.573552310469516,-122.42043403711473
45.9,38.57794120768947,-122.41801226767258
45.9,38.576953017691594,-122.41893561268412
45.89,38.5766492416886,-122.41810989848814
45.89,38.576657827976454,-122.41753710009831
45.89,38.57651785067055,-122.41803118579614
45.88,38.57739778246586,-122.41943935838397
45.88,38.57715806998822,-122.41781563516881
45.84,38.576073415505455,-122.41829589070066
45.82,38.58016204159413,-122.4217580782621
45.82,38.57993626957455,-122.42138550234006
45.82,38.57900921465524,-122.41866620331992
45.82,38.577913513093186,-122.41899652406144
45.81,38.580236469363136,-122.42170634308452
45.81,38.577031549703406,-122.41724412368603
45.8,38.57555282714127,-122.41477017269466
45.79,38.57821030782953,-122.41822751889178
45.75,38.58017627877415,-122.41990109939734
45.74,38.57697616699872,-122.4192126119668
45.73,38.57858451294211,-122.41811808461414
45.72,38.5776134768255,-122.4200290666268
45.72,38.57750029264088,-122.41684361182779
45.71,38.57685568681049,-122.41773550894169
45.68,38.57646082404552,-122.4159624912769
45.68,38.57446969425154,-122.4198724095761
45.67,38.57929933890858,-122.41920418617535
45.67,38.57763930647611,-122.4181156806704
45.66,38.577398560874336,-122.41631984224011
45.66,38.57620958206917,-122.41827174361481
45.64,38.579667761935326,-122.42096382937498
45.61,38.57709347790776,-122.4164918361868
45.61,38.57661002237345,-122.41662745542749
45.59,38.57680098018775,-122.4191076586314
45.59,38.575866132423734,-122.42178971669229
45.58,38.58005002212697,-122.42223134782333
45.55,38.581818399690505,-122.42079335563173
45.55,38.57981299715323,-122.41861208142373
45.55,38.57623259814438,-122.41467226089601
45.55,38.57438348573846,-122.42056549310576
45.54,38.57545382913555,-122.41612749678653
45.5,38.57991684008731,-122.41909015338754
45.5,38.57762462376325,-122.41978905669176
45.43,38.574081209058036,-122.4200954394554
45.42,38.581032191867074,-122.42027529687998
45.39,38.579046597822966,-122.42096287679924
45.38,38.57845468532614,-122.4201383488767
45.38,38.57329951276924,-122.42044938959654
45.36,38.579889287695316,-122.42142783764777
45.36,38.57856881893905,-122.41961936847689
45.35,38.577680628329325,-122.41955242740782
45.33,38.57581766702571,-122.42147640637357
45.3,38.57569650341018,-122.41652424226464
45.28,38.574967011766965,-122.42118290604495
45.27,38.57688500763163,-122.41652200969835
45.27,38.57344857209655,-122.41956609005439
45.26,38.58017844730447,-122.42159874293078
45.26,38.579226075529284,-122.41884311589988
45.23,38.57626065974279,-122.41872287677391
45.22,38.58249695202385,-122.41936490704063
45.22,38.57837475574119,-122.41468446170009
45.22,38.577654295547156,-122.41934399973395
45.21,38.577478290948676,-122.41615381187063
45.21,38.57508285303346,-122.41597340271655
45.19,38.57720939124205,-122.41729192792928
45.17,38.57939733260943,-122.42174629470786
45.17,38.57866347356307,-122.42087664738534
45.16,38.577283274345724,-122.41938485263073
45.16,38.57425702907632,-122.41979904022391
45.15,38.57656941016065,-122.41866585932318
45.14,38.58003372321848,-122.41812405952712
45.08,38.57731965613069,-122.41743786274814
45.08,38.57643454972582,-122.41769231253126
45.08,38.57387109434608,-122.4203548471903
45.04,38.58029465727597,-122.4212290126746
45.04,38.57530161958939,-122.41475125849735
45.03,38.576813764737636,-122.41650517463596
45.02,38.57710421787151,-122.41994480700349
45.02,38.576442119858555,-122.41694740605662
45.02,38.57452214778496,-122.42106909196922
45.0,38.578718682520666,-122.41968800982335
45.0,38.57565357154417,-122.41938819475124
44.99,38.576783383010465,-122.4177415306121
